[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Xalibu +3,86,130. Created by 1273.
FILE NAME = none
MINUTES	FTP
[END COURSE HEADER]

[COURSE DATA]
0	50
6	50
6	72
12	72
12	88
12.75	88
12.75	125
13	125
13	88
13.75	88
13.75	125
14	125
14	88
14.75	88
14.75	180
15	180
15	10
16	10
16	41
20	41
20	180
20.5	180
20.5	80
21	88
21	88
21.25	88
21.25	130
21.5	130
21.5	88
21.75	88
21.75	130
22	130
22	88
22.25	88
22.25	130
22.5	130
22.5	88
22.75	88
22.75	130
23	130
23	88
23.25	88
23.25	130
23.5	130
23.5	88
23.75	88
23.75	130
24	130
24	88
24.25	88
24.25	130
24.5	130
24.5	88
24.75	88
24.75	130
25	130
25	60
35	60
35	180
35.5	180
35.5	80
36	88
36	88
36.25	88
36.25	130
36.5	130
36.5	88
36.75	88
36.75	130
37	130
37	88
37.25	88
37.25	130
37.5	130
37.5	88
37.75	88
37.75	130
38	130
38	88
38.25	88
38.25	130
38.5	130
38.5	88
38.75	88
38.75	130
39	130
39	88
39.25	88
39.25	130
39.5	130
39.5	88
39.75	88
39.75	130
40	130
40	60
50	60
50	180
50.5	180
50.5	80
51	88
51	88
51.25	88
51.25	130
51.5	130
51.5	88
51.75	88
51.75	130
52	130
52	88
52.25	88
52.25	130
52.5	130
52.5	88
52.75	88
52.75	130
53	130
53	88
53.25	88
53.25	130
53.5	130
53.5	88
53.75	88
53.75	130
54	130
54	88
54.25	88
54.25	130
54.5	130
54.5	88
54.75	88
54.75	130
55	130
55	62
65	62
65	182
65.5	182
65.5	82
66	90
66	90
66.25	90
66.25	132
66.5	132
66.5	90
66.75	90
66.75	132
67	132
67	90
67.25	90
67.25	132
67.5	132
67.5	90
67.75	90
67.75	132
68	132
68	90
68.25	90
68.25	132
68.5	132
68.5	90
68.75	90
68.75	132
69	132
69	90
69.25	90
69.25	132
69.5	132
69.5	90
69.75	90
69.75	132
70	132
70	60
80	60
80	180
80.5	180
80.5	80
81	88
81	88
81.25	88
81.25	130
81.5	130
81.5	88
81.75	88
81.75	130
82	130
82	88
82.25	88
82.25	130
82.5	130
82.5	88
82.75	88
82.75	130
83	130
83	88
83.25	88
83.25	130
83.5	130
83.5	88
83.75	88
83.75	130
84	130
84	88
84.25	88
84.25	130
84.5	130
84.5	88
84.75	88
84.75	130
85	130
85	60
105	40
[END COURSE DATA]

[COURSE TEXT]
[END COURSE TEXT]

[INTERVAL DATA]
0	6300	Workout
360	720	Endurance 1
720	765	Sweet Spot 1
765	780	Sprint 1
780	825	Sweet Spot 2
825	840	Sprint 2
840	885	Sweet Spot 3
885	900	Sprint 3
1200	1230	Sprint 4
1230	1260	Tempo 1
1260	1275	Sweet Spot 4
1275	1290	Sprint 5
1290	1305	Sweet Spot 5
1305	1320	Sprint 6
1320	1335	Sweet Spot 6
1335	1350	Sprint 7
1350	1365	Sweet Spot 7
1365	1380	Sprint 8
1380	1395	Sweet Spot 8
1395	1410	Sprint 9
1410	1425	Sweet Spot 9
1425	1440	Sprint 10
1440	1455	Sweet Spot 10
1455	1470	Sprint 11
1470	1485	Sweet Spot 11
1485	1500	Sprint 12
1500	2100	Endurance 2
2100	2130	Sprint 13
2130	2160	Tempo 2
2160	2175	Sweet Spot 12
2175	2190	Sprint 14
2190	2205	Sweet Spot 13
2205	2220	Sprint 15
2220	2235	Sweet Spot 14
2235	2250	Sprint 16
2250	2265	Sweet Spot 15
2265	2280	Sprint 17
2280	2295	Sweet Spot 16
2295	2310	Sprint 18
2310	2325	Sweet Spot 17
2325	2340	Sprint 19
2340	2355	Sweet Spot 18
2355	2370	Sprint 20
2370	2385	Sweet Spot 19
2385	2400	Sprint 21
2400	3000	Endurance 3
3000	3030	Sprint 22
3030	3060	Tempo 3
3060	3075	Sweet Spot 20
3075	3090	Sprint 23
3090	3105	Sweet Spot 21
3105	3120	Sprint 24
3120	3135	Sweet Spot 22
3135	3150	Sprint 25
3150	3165	Sweet Spot 23
3165	3180	Sprint 26
3180	3195	Sweet Spot 24
3195	3210	Sprint 27
3210	3225	Sweet Spot 25
3225	3240	Sprint 28
3240	3255	Sweet Spot 26
3255	3270	Sprint 29
3270	3285	Sweet Spot 27
3285	3300	Sprint 30
3300	3900	Endurance 4
3900	3930	Sprint 31
3930	3960	Sweet Spot 28
3960	3975	Sweet Spot 29
3975	3990	Sprint 32
3990	4005	Sweet Spot 30
4005	4020	Sprint 33
4020	4035	Sweet Spot 31
4035	4050	Sprint 34
4050	4065	Sweet Spot 32
4065	4080	Sprint 35
4080	4095	Sweet Spot 33
4095	4110	Sprint 36
4110	4125	Sweet Spot 34
4125	4140	Sprint 37
4140	4155	Sweet Spot 35
4155	4170	Sprint 38
4170	4185	Sweet Spot 36
4185	4200	Sprint 39
4200	4800	Endurance 5
4800	4830	Sprint 40
4830	4860	Tempo 4
4860	4875	Sweet Spot 37
4875	4890	Sprint 41
4890	4905	Sweet Spot 38
4905	4920	Sprint 42
4920	4935	Sweet Spot 39
4935	4950	Sprint 43
4950	4965	Sweet Spot 40
4965	4980	Sprint 44
4980	4995	Sweet Spot 41
4995	5010	Sprint 45
5010	5025	Sweet Spot 42
5025	5040	Sprint 46
5040	5055	Sweet Spot 43
5055	5070	Sprint 47
5070	5085	Sweet Spot 44
5085	5100	Sprint 48
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

